protocol,port,service,description
TCP,2769,xingcsm,Single Point MVS
TCP,2770,netrix-sftm,Veronica
TCP,2771,nvd,Vergence CM
TCP,2772,tscchat,auris
TCP,2773,agentview,PC Backup
TCP,2774,rcc-host,PC Backup
TCP,2775,snapp,SMMP
TCP,2776,ace-client,Ridgeway Systems & Software
TCP,2777,ace-proxy,Ridgeway Systems & Software
TCP,2778,appleugcontrol,Gwen-Sonya
TCP,2779,ideesrv,LBC Sync
TCP,2780,norton-lambert,LBC Control
TCP,2781,3com-webview,whosells
TCP,2782,wrs_registry,everydayrc
TCP,2783,xiostatus,AISES
TCP,2784,manage-exec,world wide web - development
TCP,2785,nati-logos,aic-np
TCP,2786,fcmsys,aic-oncrpc - Destiny MCD database
TCP,2787,dbm,piccolo - Cornerstone Software
TCP,2788,redstorm_join,NetWare Loadable Module - Seagate Software
TCP,2789,redstorm_find,Media Agent
TCP,2790,redstorm_info,PLG Proxy
TCP,2791,redstorm_diag,MT Port Registrator
TCP,2792,psbserver,f5-globalsite
TCP,2793,psrserver,initlsmsad
TCP,2794,pslserver,aaftp
TCP,2795,pspserver,LiveStats
TCP,2796,psprserver,ac-tech
TCP,2797,psdbserver,esp-encap
TCP,2798,gxtelmd,TMESIS-UPShot
TCP,2799,unihub-server,ICON Discover
TCP,2800,futrix,ACC RAID
TCP,2801,flukeserver,IGCP
TCP,2802,nexstorindltd,Veritas TCP1
TCP,2803,tl1,btprjctrl
TCP,2804,digiman,Telexis VTU
TCP,2805,mediacntrlnfsd,WTA WSP-S
TCP,2806,oi-2000,cspuni
TCP,2807,dbref,cspmulti
TCP,2808,qip-login,J-LAN-P
TCP,2809,service-ctrl,CORBA LOC
TCP,2810,opentable,Active Net Steward
TCP,2811,l3-hbmon,GSI FTP
TCP,2812,,atmtcp
TCP,2813,lanmessenger,llm-pass
TCP,2814,,llm-csv
TCP,2815,,LBC Measurement
TCP,2816,,LBC Watchdog
TCP,2817,docker-s,NMSig Port
TCP,2818,,rmlnk
TCP,2819,,FC Fault Notification
TCP,2820,,UniVision
TCP,2821,compaq-https,vml_dms
TCP,2822,ms-olap3,ka0wuc
TCP,2823,ms-olap4,CQG Net/LAN
TCP,2826,sd-capacity,slc systemlog
TCP,2827,sd-data,slc ctrlrloops
TCP,2828,virtualtape,ITM License Manager
TCP,2829,vsamredirector,silkp1
TCP,2830,mynahautostart,silkp2
TCP,2831,ovsessionmgr,silkp3
TCP,2832,rsmtp,silkp4
TCP,2833,3com-net-mgmt,glishd
TCP,2834,tacticalauth,EVTP
TCP,2835,ms-olap1,EVTP-DATA
TCP,2836,ms-olap2,catalyst
TCP,2837,lan900_remote,Repliweb
TCP,2838,wusage,Starbot
TCP,2839,ncl,NMSigPort
TCP,2840,orbiter,l3-exprt
TCP,2841,fmpro-fdal,l3-ranger
TCP,2842,opequus-server,l3-hawk
TCP,2843,cvspserver,PDnet
TCP,2844,taskmaster2000,BPCP POLL
TCP,2845,taskmaster2000,BPCP TRAP
TCP,2846,iec-104,AIMPP Hello
TCP,2847,trc-netpoll,AIMPP Port Req
TCP,2848,jediserver,AMT-BLC-PORT
TCP,2849,orion,FXP
TCP,2850,,MetaConsole
TCP,2851,sns-protocol,webemshttp
TCP,2852,vrts-registry,bears-01
TCP,2853,netwave-ap-mgmt,ISPipes
TCP,2854,cdn,InfoMover
TCP,2856,orion-rmi-reg,cesdinv
TCP,2857,beeyond,SimCtIP
TCP,2858,codima-rtp,ECNP
TCP,2859,rmtserver,Active Memory
TCP,2860,composit-server,Dialpad Voice 1
TCP,2861,cas,Dialpad Voice 2
TCP,2862,attachmate-s2s,TTG Protocol
TCP,2863,dslremote-mgmt,Sonar Data
TCP,2864,g-talk,main 5001 cmd
TCP,2865,crmsbits,pit-vpn
TCP,2866,rnrp,lwlistener
TCP,2867,kofax-svr,esps-portal
TCP,2868,fjitsuappmgr,NPEP Messaging
TCP,2869,vcmp,SSDP event notification / ICSLAP
TCP,2870,mgcp-gateway,daishi
TCP,2871,ott,MSI Select Play
TCP,2872,ft-role,CONTRACT
TCP,2873,venus,PASPAR2 ZoomIn
TCP,2874,venus-se,dxmessagebase1
TCP,2875,codasrv,dxmessagebase2
TCP,2876,codasrv-se,SPS Tunnel
TCP,2877,pxc-epmap,BLUELANCE
TCP,2878,optilogic,AAP
TCP,2879,topx,ucentric-ds
TCP,2880,unicontrol,synapse
TCP,2881,msp,NDSP
TCP,2882,sybasedbsynch,NDTP
TCP,2883,spearway,NDNP
TCP,2884,pvsw-inet,Flash Msg
TCP,2885,netangel,TopFlow
TCP,2886,powerclientcsf,RESPONSELOGIC
TCP,2887,btpp2sectrans,aironet
TCP,2888,dtn1,SPCSDLOBBY
TCP,2889,bues_service,RSOM
TCP,2890,ovwdb,CSPCLMULTI
TCP,2891,hpppssvr,CINEGRFX-ELMD License Manager
TCP,2892,ratl,SNIFFERDATA
TCP,2893,netadmin,VSECONNECTOR
TCP,2894,netchat,ABACUS-REMOTE
TCP,2895,snifferclient,NATUS LINK
TCP,2896,madge-ltd,ECOVISIONG6-1
TCP,2897,indx-dds,Citrix RTMP
TCP,2898,wago-io-system,APPLIANCE-CFG
TCP,2899,altav-remmgt,case.nm.fujitsu.co.jp
TCP,2900,rapido-ip,magisoft.com
TCP,2901,griffin,ALLSTORCNS
TCP,2902,community,NET ASPI
TCP,2903,ms-theater,SUITCASE
TCP,2904,qadmifoper,M2UA
TCP,2905,qadmifevent,M3UA
TCP,2906,lsi-raid-mgmt,CALLER9
TCP,2907,direcpc-si,WEBMETHODS B2B
TCP,2908,lbm,mao
TCP,2909,lbf,Funk Dialout
TCP,2910,high-criteria,TDAccess
TCP,2911,qip-msgd,Blockade
TCP,2912,mti-tcs-comm,Epicon
TCP,2913,taskman-port,Booster Ware
TCP,2914,seaodbc,Game Lobby
TCP,2915,c3,TK Socket
TCP,2916,aker-cdp,Elvin Server
TCP,2917,vitalanalysis,Elvin Client
TCP,2918,ace-server,Kasten Chase Pad
TCP,2919,ace-svr-prop,ROBOER
TCP,2920,ssm-cvs,ROBOEDA
TCP,2921,ssm-cssps,CESD Contents Delivery Management
TCP,2922,ssm-els,CESD Contents Delivery Data Transfer
TCP,2923,powerexchange,WTA-WSP-WTP-S
TCP,2924,giop,PRECISE-VIP
TCP,2925,giop-ssl,Firewall Redundancy Protocol
TCP,2926,ttc,MOBILE-FILE-DL
TCP,2927,ttc-ssl,UNIMOBILECTRL
TCP,2928,netobjects1,REDSTONE-CPSS
TCP,2929,netobjects2,PANJA-WEBADMIN
TCP,2930,pns,PANJA-WEBLINX
TCP,2931,moy-corp,Circle-X
TCP,2932,tsilb,INCP
TCP,2933,qip-qdhcp,4-TIER OPM GW
TCP,2934,conclave-cpp,4-TIER OPM CLI
TCP,2935,groove,QTP
TCP,2936,talarian-mqs,OTPatch
TCP,2937,bmc-ar,PNACONSULT-LM
TCP,2938,fast-rem-serv,SM-PAS-1
TCP,2939,dirgis,SM-PAS-2
TCP,2940,quaddb,SM-PAS-3
TCP,2941,odn-castraq,SM-PAS-4
TCP,2942,unicontrol,SM-PAS-5
TCP,2943,rtsserv,TTNRepository
TCP,2944,rtsclient,Megaco H-248
TCP,2945,kentrox-prot,H248 Binary
TCP,2946,nms-dpnss,FJSVmpor
TCP,2947,wlbs,GPSD
TCP,2948,ppcontrol,WAP PUSH
TCP,2949,jbroker,WAP PUSH SECURE
TCP,2950,spock,ESIP
TCP,2951,jdatastore,OTTP
TCP,2952,fjmpss,MPFWSAS
TCP,2953,fjappmgrbulk,OVALARMSRV
TCP,2954,metastorm,OVALARMSRV-CMD
TCP,2955,citrixima,CSNOTIFY
TCP,2956,citrixadmin,OVRIMOSDBMAN
TCP,2957,facsys-ntp,JAMCT5
TCP,2958,facsys-router,JAMCT6
TCP,2959,maincontrol,RMOPAGT
TCP,2960,call-sig-trans,DFOXSERVER
TCP,2961,willy,BOLDSOFT-LM
TCP,2962,globmsgsvc,IPH-POLICY-CLI
TCP,2963,pvsw,IPH-POLICY-ADM
TCP,2964,adaptecmgr,BULLANT SRAP
TCP,2965,windb,BULLANT RAP
TCP,2966,qke-llc-v3,IDP-INFOTRIEVE
TCP,2967,optiwave-lm,SSC-AGENT
TCP,2968,ms-v-worlds,ENPP
TCP,2969,ema-sent-lm,UPnP / ESSP
TCP,2970,iqserver,INDEX-NET
TCP,2971,ncr_ccl,Net Clip
TCP,2972,utsftp,PMSM Webrctl
TCP,2973,vrcommerce,SV Networks
TCP,2974,ito-e-gui,Signal
TCP,2975,ovtopmd,Fujitsu Configuration Management Service
TCP,2976,snifferserver,CNS Server Port
TCP,2977,combox-web-acc,TTCs Enterprise Test Access Protocol - NS
TCP,2978,madcap,TTCs Enterprise Test Access Protocol - DS
TCP,2979,btpp2audctr1,H.263 Video Streaming
TCP,2980,upgrade,Instant Messaging Service
TCP,2981,vnwk-prapi,MYLXAMPORT
TCP,2982,vsiadmin,IWB-WHITEBOARD
TCP,2983,lonworks,NETPLAN
TCP,2984,lonworks2,HPIDSADMIN
TCP,2985,udrawgraph,HPIDSAGENT
TCP,2986,reftek,STONEFALLS
TCP,2987,novell-zen,IDENTIFY
TCP,2988,sis-emt,CLASSIFY
TCP,2989,vytalvaultbrtp,ZARKOV
TCP,2990,vytalvaultvsmp,BOSCAP
TCP,2991,vytalvaultpipe,WKSTN-MON
TCP,2992,ipass,ITB301
TCP,2993,ads,VERITAS VIS1
TCP,2994,isg-uda-server,VERITAS VIS2
TCP,2995,call-logging,IDRS
TCP,2996,efidiningport,vsixml
TCP,2997,vcnet-link-v10,REBOL
TCP,2998,compaq-wcp,Real Secure
TCP,2999,nicetec-nmsvc,RemoteWare Unassigned
TCP,3000,nicetec-mgmt,RemoteWare Client
TCP,3001,pclemultimedia,Phatbot Worm / Redwood Broker
TCP,3002,lstp,RemoteWare Server
TCP,3003,labrat,CGMS
TCP,3004,mosaixcc,Csoft Agent
TCP,3005,delibo,Genius License Manager
TCP,3006,cti-redwood,Instant Internet Admin
TCP,3007,hp-3000-telnet,Lotus Mail Tracking Agent Protocol
TCP,3008,coord-svr,Midnight Technologies
TCP,3009,pcs-pcw,PXC-NTFY
TCP,3010,clp,Telerate Workstation
TCP,3011,spamtrap,Trusted Web
TCP,3012,sonuscallsig,Trusted Web Client
TCP,3013,hs-port,Gilat Sky Surfer
TCP,3014,cecsvc,Broker Service
TCP,3015,ibp,NATI DSTP
TCP,3016,trustestablish,Notify Server
TCP,3017,blockade-bpsp,Event Listener
TCP,3018,hl7,Service Registry
TCP,3019,tclprodebugger,Resource Manager
TCP,3020,scipticslsrvr,CIFS
TCP,3021,rvs-isdn-dcp,AGRI Server
TCP,3022,mpfoncl,CSREGAGENT
TCP,3023,tributary,magicnotes
TCP,3024,argis-te,NDS_SSO
TCP,3025,argis-ds,Arepa Raft
TCP,3026,mon,AGRI Gateway
TCP,3027,cyaserv,LiebDevMgmt_C
TCP,3028,netx-server,LiebDevMgmt_DM
TCP,3029,netx-agent,LiebDevMgmt_A
TCP,3030,masc,Arepa Cas
TCP,3031,privilege,AgentVU
TCP,3032,quartus-tcl,Redwood Chat
TCP,3033,idotdist,PDB
TCP,3034,maytagshuffle,Osmosis AEEA
TCP,3035,netrek,FJSV gssagt
TCP,3036,mns-mail,Hagel DUMP
TCP,3037,dts,HP SAN Mgmt
TCP,3038,worldfusion1,Santak UPS
TCP,3039,worldfusion2,Cogitate Inc.
TCP,3040,homesteadglory,Tomato Springs
TCP,3041,citriximaclient,di-traceware
TCP,3042,snapd,journee
TCP,3043,hpstgmgr,BRP
TCP,3045,discp-client,ResponseNet
TCP,3046,discp-server,di-ase
TCP,3047,servicemeter,Fast Security HL Server
TCP,3048,nsc-ccs,Sierra Net PC Trader
TCP,3049,nsc-posa,NSWS
TCP,3050,netmon,gds_db
TCP,3051,connection,Galaxy Server
TCP,3052,wag-service,APCPCNS
TCP,3053,system-monitor,dsom-server
TCP,3054,versa-tek,AMT CNF PROT
TCP,3055,lionhead,Policy Server
TCP,3056,qpasa-agent,CDL Server
TCP,3057,smntubootstrap,GoAhead FldUp
TCP,3058,neveroffline,videobeans
TCP,3059,firepower,qsoft
TCP,3060,appswitch-emp,interserver
TCP,3061,cmadmin,cautcpd
TCP,3062,priority-e-com,ncacn-ip-tcp
TCP,3063,bruce,ncadg-ip-udp
TCP,3065,lpsrecommender,slinterbase
TCP,3066,miles-apart,NETATTACHSDMP
TCP,3067,metricadbc,W32.Korgo Worm / FJHPJP
TCP,3068,lmdp,ls3 Broadcast
TCP,3069,aria,ls3
TCP,3070,blwnkl-port,MGXSWITCH
TCP,3075,gbjd816,Orbix 2000 Locator
TCP,3076,moshebeeri,Orbix 2000 Config
TCP,3077,dict,Orbix 2000 Locator SSL
TCP,3078,sitaraserver,Orbix 2000 Locator SSL
TCP,3079,sitaramgmt,LV Front Panel
TCP,3080,sitaradir,stm_pproc
TCP,3081,irdg-post,TL1-LV
TCP,3082,interintelli,TL1-RAW
TCP,3083,pk-electronics,TL1-TELNET
TCP,3084,backburner,ITM-MCCS
TCP,3085,solve,PCIHReq
TCP,3086,imdocsvc,JDL-DBKitchen
TCP,3105,sybaseanywhere,Cardbox
TCP,3106,aminet,Cardbox HTTP
TCP,3127,ami-control,W32.Mydoom.A virus
TCP,3128,hdl-srv,Squid HTTP Proxy / W32.Mydoom.B virus
TCP,3129,tragic,Master's Paradise (Windows Trojan)
TCP,3130,gte-samp,ICPv2
TCP,3131,travsoft-ipx-t,Net Book Mark
TCP,3141,novell-ipx-cmd,VMODEM
TCP,3142,and-lm,RDC WH EOS
TCP,3143,syncserver,Sea View
TCP,3144,upsnotifyprot,Tarantella
TCP,3145,vpsipport,CSI-LFAP
TCP,3147,eristwoguns,RFIO
TCP,3148,ebinsite,NetMike Game Administrator
TCP,3149,interpathpanel,NetMike Game Server
TCP,3150,sonus,NetMike Assessor Administrator
TCP,3151,corel_vncadmin,NetMike Assessor
TCP,3180,unglue,Millicent Broker Server
TCP,3181,kana,BMC Patrol Agent
TCP,3182,sns-dispatcher,BMC Patrol Rendezvous
TCP,3262,sns-admin,NECP
TCP,3264,sns-query,cc:mail/lotus
TCP,3265,gcmonitor,Altav Tunnel
TCP,3266,olhost,NS CFG Server
TCP,3267,bintec-capi,IBM Dial Out
TCP,3268,bintec-tapi,Microsoft Global Catalog
TCP,3269,patrol-mq-gm,Microsoft Global Catalog with LDAP/SSL
TCP,3270,patrol-mq-nm,Verismart
TCP,3271,extensis,CSoft Prev Port
TCP,3272,alarm-clock-s,Fujitsu User Manager
TCP,3273,alarm-clock-c,Simple Extensible Multiplexed Protocol
TCP,3274,toad,Ordinox Server
TCP,3275,tve-announce,SAMD
TCP,3276,newlixreg,Maxim ASICs
TCP,3277,nhserver,AWG Proxy
TCP,3278,firstcall42,LKCM Server
TCP,3279,ewnn,admind
TCP,3280,ttc-etap,VS Server
TCP,3281,simslink,SYSOPT
TCP,3282,gadgetgate1way,Datusorb
TCP,3283,gadgetgate2way,Net Assistant
TCP,3284,syncserverssl,4Talk
TCP,3285,pxc-sapxom,Plato
TCP,3286,mpnjsomb,E-Net
TCP,3287,,DIRECTVDATA
TCP,3288,ncdloadbalance,COPS
TCP,3289,mpnjsosv,ENPC
TCP,3290,mpnjsocl,CAPS LOGISTICS TOOLKIT - LM
TCP,3291,mpnjsomg,S A Holditch & Associates - LM
TCP,3292,pq-lic-mgmt,Cart O Rama
TCP,3293,md-cg-http,fg-fps
TCP,3294,fastlynx,fg-gip
TCP,3295,hp-nnm-data,Dynamic IP Lookup
TCP,3296,itinternet,Rib License Manager
TCP,3297,admins-lms,Cytel License Manager
TCP,3298,pwrsevent,Transview
TCP,3299,vspread,pdrncs
TCP,3300,unifyadmin,bmc-patrol-agent
TCP,3301,oce-snmp-trap,Unathorised use by SAP R/3
TCP,3302,mck-ivpip,MCS Fastmail
TCP,3303,csoft-plusclnt,OP Session Client
TCP,3304,tqdata,OP Session Server
TCP,3305,sms-rcinfo,ODETTE-FTP
TCP,3306,sms-xfer,MySQL
TCP,3307,sms-chat,OP Session Proxy
TCP,3308,sms-remctrl,TNS Server
TCP,3309,sds-admin,TNS ADV
TCP,3310,ncdmirroring,Dyna Access
TCP,3311,emcsymapiport,MCNS Tel Ret
TCP,3312,banyan-net,Application Management Server
TCP,3313,supermon,Unify Object Broker
TCP,3314,sso-service,Unify Object Host
TCP,3315,sso-control,CDID
TCP,3316,aocp,AICC/CMI
TCP,3317,raventbs,VSAI PORT
TCP,3318,raventdm,Swith to Swith Routing Information Protocol
TCP,3319,hpstgmgr2,SDT License Manager
TCP,3320,inova-ip-disco,Office Link 2000
TCP,3321,pn-requester,VNSSTR
TCP,3325,pn-requester2,isi.edu
TCP,3326,scan-change,SFTU
TCP,3327,wkars,BBARS
TCP,3328,smart-diagnose,Eaglepoint License Manager
TCP,3329,proactivesrvr,HP Device Disc
TCP,3330,watchdog-nt,MCS Calypso ICF
TCP,3331,qotps,MCS Messaging
TCP,3332,msolap-ptp2,MCS Mail Server
TCP,3333,tams,DEC Notes
TCP,3334,mgcp-callagent,Direct TV Webcasting
TCP,3335,sqdr,Direct TV Software Updates
TCP,3336,tcim-control,Direct TV Tickers
TCP,3337,nec-raidplus,Direct TV Data Catalog
TCP,3338,fyre-messanger,OMF data b
TCP,3339,g5m,OMF data l
TCP,3340,signet-ctf,OMF data m
TCP,3341,ccs-software,OMF data h
TCP,3342,netiq-mc,WebTIE
TCP,3343,radwiz-nms-srv,MS Cluster Net
TCP,3344,srp-feedback,BNT Manager
TCP,3345,ndl-tcp-ois-gw,Influence
TCP,3346,tn-timing,Trnsprnt Proxy
TCP,3347,alarm,Phoenix RPC
TCP,3348,tsb,Pangolin Laser
TCP,3349,tsb2,Chevin Services
TCP,3350,murx,FINDVIATV
TCP,3351,honyaku,BTRIEVE
TCP,3352,urbisnet,SSQL
TCP,3353,cpudpencap,FATPIPE
TCP,3354,fjippol-swrly,SUITJD
TCP,3355,fjippol-polsvr,Hogle (proxy backdoor) / Ordinox Dbase
TCP,3356,fjippol-cnsl,UPNOTIFYPS
TCP,3357,fjippol-port1,Adtech Test IP
TCP,3358,fjippol-port2,Mp Sys Rmsvr
TCP,3359,rsisysaccess,WG NetForce
TCP,3360,de-spot,KV Server
TCP,3361,apollo-cc,KV Agent
TCP,3362,expresspay,DJ ILM
TCP,3363,simplement-tie,NATI Vi Server
TCP,3364,cnrp,Creative Server
TCP,3365,apollo-status,Content Server
TCP,3366,apollo-gms,Creative Partner
TCP,3371,sabams,ccm.jf.intel.com
TCP,3372,dicom-iscl,Microsoft Distributed Transaction Coordinator (MSDTC) / TIP 2
TCP,3373,dicom-tls,Lavenir License Manager
TCP,3374,desktop-dna,Cluster Disc
TCP,3375,data-insurance,VSNM Agent
TCP,3376,qip-audup,CD Broker
TCP,3377,compaq-scp,Cogsys Network License Manager
TCP,3378,uadtc,WSICOPY
TCP,3379,uacs,SOCORFS
TCP,3380,exce,SNS Channels
TCP,3381,veronica,Geneous
TCP,3382,vergencecm,Fujitsu Network Enhanced Antitheft function
TCP,3383,auris,Enterprise Software Products License Manager
TCP,3384,rbakcup1,Cluster Management Services
TCP,3385,rbakcup2,qnxnetman
TCP,3386,smpp,GPRS Data
TCP,3387,ridgeway1,Back Room Net
TCP,3388,ridgeway2,CB Server
TCP,3389,gwen-sonya,MS Terminal Server
TCP,3390,lbc-sync,Distributed Service Coordinator
TCP,3391,lbc-control,SAVANT
TCP,3392,whosells,EFI License Management
TCP,3393,everydayrc,D2K Tapestry Client to Server
TCP,3394,aises,D2K Tapestry Server to Server
TCP,3395,www-dev,Dyna License Manager (Elam)
TCP,3396,aic-np,Printer Agent
TCP,3397,aic-oncrpc,Cloanto License Manager
TCP,3398,piccolo,Mercantile
TCP,3399,fryeserv,CSMS
TCP,3400,media-agent,CSMS2
TCP,3401,plgproxy,filecast
TCP,3410,mtport-regist,Backdoor.OptixPro.13
TCP,3421,f5-globalsite,Bull Apprise portmapper
TCP,3454,initlsmsad,Apple Remote Access Protocol
TCP,3455,livestats,RSVP Port
TCP,3456,ac-tech,VAT default data
TCP,3457,esp-encap,VAT default control
TCP,3458,tmesis-upshot,D3WinOsfi
TCP,3459,icon-discover,TIP Integral
TCP,3460,acc-raid,EDM Manger
TCP,3461,igcp,EDM Stager
TCP,3462,veritas-udp1,EDM STD Notify
TCP,3463,btprjctrl,EDM ADM Notify
TCP,3464,dvr-esm,EDM MGR Sync
TCP,3465,wta-wsp-s,EDM MGR Cntrl
TCP,3466,cspuni,WORKFLOW
TCP,3467,cspmulti,RCST
TCP,3468,j-lan-p,TTCM Remote Controll
TCP,3469,corbaloc,Pluribus
TCP,3470,netsteward,jt400
TCP,3471,gsiftp,jt400-ssl
TCP,3535,atmtcp,MS-LA
TCP,3563,llm-pass,Watcom Debug
TCP,3572,llm-csv,harlequin.co.uk
TCP,3672,lbc-measure,harlequinorb
TCP,3689,lbc-watchdog,Apple Digital Audio Access Protocol
TCP,3802,nmsigport,VHD
TCP,3845,rmlnk,V-ONE Single Port Proxy
TCP,3862,fc-faultnotify,GIGA-POCKET
TCP,3875,univision,PNBSCADA
TCP,3900,vrts-at-port,Unidata UDT OS
TCP,3984,ka0wuc,MAPPER network node manager
TCP,3985,cqg-netlan,MAPPER TCP/IP server
TCP,3986,cqg-netlan-1,MAPPER workstation server
TCP,3987,,Centerline
TCP,4000,slc-systemlog,Terabase
TCP,4001,slc-ctrlrloops,Cisco mgmt / NewOak
TCP,4002,itm-lm,pxc-spvr-ft
TCP,4003,silkp1,pxc-splr-ft
TCP,4004,silkp2,pxc-roid
TCP,4005,silkp3,pxc-pin
TCP,4006,silkp4,pxc-spvr
TCP,4007,glishd,pxc-splr
TCP,4008,evtp,NetCheque accounting
TCP,4009,evtp-data,Chimera HWM
TCP,4010,catalyst,Samsung Unidex
TCP,4011,repliweb,Alternate Service Boot
TCP,4012,starbot,PDA Gate
TCP,4013,nmsigport,ACL Manager
TCP,4014,l3-exprt,TAICLOCK
TCP,4015,l3-ranger,Talarian Mcast
TCP,4016,l3-hawk,Talarian Mcast
TCP,4017,pdnet,Talarian Mcast
TCP,4018,bpcp-poll,Talarian Mcast
TCP,4019,bpcp-trap,Talarian Mcast
TCP,4045,aimpp-hello,nfs-lockd
TCP,4096,aimpp-port-req,BRE (Bridge Relay Element)
TCP,4097,amt-blc-port,Patrol View
TCP,4098,fxp,drmsfsd
TCP,4099,metaconsole,DPCP
TCP,4132,webemshttp,NUTS Daemon
TCP,4133,bears-01,NUTS Bootp Server
TCP,4134,ispipes,NIFTY-Serve HMI protocol
TCP,4141,infomover,Workflow Server
TCP,4142,,Document Server
TCP,4143,cesdinv,Document Replication
TCP,4144,simctlp,Compuserve pc windows
TCP,4160,ecnp,Jini Discovery
TCP,4199,activememory,EIMS ADMIN
TCP,4299,dialpad-voice1,earth.path.net
TCP,4300,dialpad-voice2,Corel CCam
TCP,4321,ttg-protocol,Remote Who Is
TCP,4333,sonardata,mini-sql server
TCP,4343,astromed-main,UNICALL
TCP,4344,pit-vpn,VinaInstall
TCP,4345,iwlistener,Macro 4 Network AS
TCP,4346,esps-portal,ELAN LM
TCP,4347,npep-messaging,LAN Surveyor
TCP,4348,icslap,ITOSE
TCP,4349,daishi,File System Port Map
TCP,4350,msi-selectplay,Net Device
TCP,4351,radix,PLCY Net Services
TCP,4353,dxmessagebase1,F5 iQuery
TCP,4397,dxmessagebase2,Phatbot Worm
TCP,4442,sps-tunnel,Saris
TCP,4443,bluelance,Pharos
TCP,4444,aap,AdSubtract / NV Video default
TCP,4445,ucentric-ds,UPNOTIFYP
TCP,4446,synapse,N1-FWP
TCP,4447,ndsp,N1-RMGMT
TCP,4448,ndtp,ASC Licence Manager
TCP,4449,ndnp,PrivateWire
TCP,4450,flashmsg,Camp
TCP,4451,topflow,CTI System Msg
TCP,4452,responselogic,CTI Program Load
TCP,4453,aironetddp,NSS Alert Manager
TCP,4454,spcsdlobby,NSS Agent Manager
TCP,4455,rsom,PR Chat User
TCP,4456,cspclmulti,PR Chat Server
TCP,4457,cinegrfx-elmd,PR Register
TCP,4500,snifferdata,sae-urn
TCP,4501,vseconnector,urn-x-cdchoice
TCP,4545,abacus-remote,WorldScores
TCP,4546,natuslink,SF License Manager (Sentinel)
TCP,4547,ecovisiong6-1,Lanner License Manager
TCP,4557,citrix-rtmp,FAX transmission service
TCP,4559,appliance-cfg,HylaFAX client-service protocol
TCP,4567,powergemplus,TRAM
TCP,4568,quicksuite,BMC Reporting
TCP,4600,allstorcns,Piranha1
TCP,4601,netaspi,Piranha2
TCP,4661,suitcase,eDonkey2k
TCP,4662,m2ua,eDonkey2k
TCP,4663,m3ua,eDonkey
TCP,4665,caller9,eDonkey2k
TCP,4672,webmethods-b2b,remote file access server
TCP,4675,mao,eMule
TCP,4711,funk-dialout,eMule
TCP,4751,tdaccess,W32.Beagle.V trojan
TCP,4772,blockade,eMule
TCP,4800,epicon,Icona Instant Messenging System
TCP,4801,boosterware,Icona Web Embedded Chat
TCP,4802,gamelobby,Icona License System Server
TCP,4820,tksocket,Backdoor.Tuxter
TCP,4827,elvin_server,HTCP
TCP,4837,elvin_client,Varadero-0
TCP,4838,kastenchasepad,Varadero-1
TCP,4868,roboer,Photon Relay
TCP,4869,roboeda,Photon Relay Debug
TCP,4885,cesdcdman,ABBS
TCP,4899,cesdcdtrn,RAdmin Win32 remote control
TCP,4983,wta-wsp-wtp-s,AT&T Intercom
TCP,5000,precise-vip,UPnP / filmaker.com / Socket de Troie (Windows Trojan)
TCP,5001,,filmaker.com / Socket de Troie (Windows Trojan)
TCP,5002,mobile-file-dl,radio free ethernet
TCP,5003,unimobilectrl,FileMaker Inc. - Proprietary transport
TCP,5004,redstone-cpss,avt-profile-1
TCP,5005,amx-webadmin,avt-profile-2
TCP,5006,amx-weblinx,wsm server
TCP,5007,circle-x,wsm server ssl
TCP,5010,incp,TelepathStart
TCP,5011,4-tieropmgw,TelepathAttack
TCP,5020,4-tieropmcli,zenginkyo-1
TCP,5021,qtp,zenginkyo-2
TCP,5042,otpatch,asnaacceler8db
TCP,5050,pnaconsult-lm,Yahoo Messenger / multimedia conference control tool
TCP,5051,sm-pas-1,ITA Agent
TCP,5052,sm-pas-2,ITA Manager
TCP,5055,sm-pas-3,UNOT
TCP,5060,sm-pas-4,SIP
TCP,5069,sm-pas-5,I/Net 2000-NPR
TCP,5071,ttnrepository,PowerSchool
TCP,5093,megaco-h248,Sentinel LM
TCP,5099,h248-binary,SentLM Srv2Srv
TCP,5101,fjsvmpor,Yahoo! Messenger
TCP,5145,gpsd,RMONITOR SECURE
TCP,5150,wap-push,Ascend Tunnel Management Protocol
TCP,5151,wap-pushsecure,ESRI SDE Instance
TCP,5152,esip,ESRI SDE Instance Discovery
TCP,5165,ottp,ife_1corp
TCP,5190,mpfwsas,America-Online
TCP,5191,ovalarmsrv,AmericaOnline1
TCP,5192,ovalarmsrv-cmd,AmericaOnline2
TCP,5193,csnotify,AmericaOnline3
TCP,5200,ovrimosdbman,Targus AIB 1
TCP,5201,jmact5,Targus AIB 2
TCP,5202,jmact6,Targus TNTS 1
TCP,5203,rmopagt,Targus TNTS 2
TCP,5222,dfoxserver,Jabber Server
TCP,5232,boldsoft-lm,SGI Distribution Graphics
TCP,5236,iph-policy-cli,padl2sim
TCP,5272,iph-policy-adm,PK
TCP,5300,bullant-srap,HA cluster heartbeat
TCP,5301,bullant-rap,HA cluster general services
TCP,5302,idp-infotrieve,HA cluster configuration
TCP,5303,ssc-agent,HA cluster probing
TCP,5304,enpp,HA Cluster Commands
TCP,5305,essp,HA Cluster Test
TCP,5306,index-net,Sun MC Group
TCP,5307,netclip,SCO AIP
